"type"|"right"|"occurrenceID_GBIF"|"rightsHolder"|"modified"|"institutionCode"|"collectionCode"|"catalogNumber"|"recordNumber"|"recordedBy"|"eventDate"|"year"|"month"|"day"|"occurrenceRemarks"|"fieldNotes"|"country"|"stateProvince"|"municipality"|"locality"|"minimumElevationInMeters"|"maximumElevationInMeters"|"verbatimLatitude"|"verbatimLongitude"|"decimalLatitude"|"decimalLongitude"|"identifiedBy"|"dateIdentified"|"identificationRemarks"|"identificationQualifier"|"typeStatus"|"scientifname"|"family"|"genus"|"specificEpithet"|"infraspecificEpithet"|"taxonRank"|"scientificNameAuthorship"|"Clado"|"fieldnumber"|"kingdom"|"phylum"|"otherCatalogNumbers"
"Collection"|"Creative Commons"|"urn:catalog:RB:1560051"|"RB"|"2024-08-22"|"RB"|"RB"|"RB01560051"|"4257"|"C.N. Fraga"|"2024-5-2"|"2024"|"5"|"2"|"Liana. Folhas verde unicolores. Frutos castanhos"|""|"Brasil"|"Bahia"|"Prado"|"Estrada para corredeiras."|"50"|""|""|""|"-17.0908333"|"-39.3244445"|"H. Medeiros"|"5/2024"|""|""|""|"Serjania"|"SAPINDACEAE"|"Serjania"|""|""|"genus"|""|"Angiospermas"|""|"Plantae"|""|"RB 873020"
"Collection"|"Creative Commons"|"urn:catalog:RB:1551354"|"RB"|"2024-07-16"|"RB"|"RB"|"RB01551354"|"5618"|"H. Medeiros"|"2024-4-29"|"2024"|"4"|"29"|"Árvore 15,6 m, estéril. Placa 140."|""|"Brasil"|"Bahia"|"Prado"|"Programa de Monitoramento da Biodiversidade. Trilha do Quexada. Estação Amostral 01. Unidade Amostral 01. PA ""Leste""."|"87"|""|""|""|"-17.1233334"|"-39.3319445"|""|""|""|""|""|"LAURACEAE"|"LAURACEAE"|""|""|""|"family"|""|"Angiospermas"|""|"Plantae"|""|"RB 869497"
"Collection"|"Creative Commons"|"urn:catalog:RB:1551429"|"RB"|"2024-07-16"|"RB"|"RB"|"RB01551429"|"5693"|"H. Medeiros"|"2024-4-30"|"2024"|"4"|"30"|"Árvore 18,4 m, estéril. Placa 87."|""|"Brasil"|"Bahia"|"Prado"|"Programa de Monitoramento da Biodiversidade. Trilha do Quexada. Estação Amostral 01. Unidade Amostral 01. PA ""Leste""."|"87"|""|""|""|"-17.1233334"|"-39.3319445"|""|""|""|""|""|"LAURACEAE"|"LAURACEAE"|""|""|""|"family"|""|"Angiospermas"|""|"Plantae"|""|"RB 869571"
"Collection"|"Creative Commons"|"urn:catalog:RB:1559661"|"RB"|"2024-08-19"|"RB"|"RB"|"RB01559661"|"12114"|"A.M.Amorim"|"2023-8-18"|"2023"|"8"|"18"|"Escandente na orla da mata. Folhas com face superior verde brilhante, a inferior pálida. Frutos nigrescentes"|""|"Brasil"|"Bahia"|"Prado"|"Coletas efetuadas ao longo da estrada não pavimentada entre a Sede do PARNA e a Trilha Histórica."|""|""|""|""|"-17.0783334"|"-39.2677778"|""|""|""|""|""|"VITACEAE"|"VITACEAE"|""|""|""|"family"|""|"Angiospermas"|""|"Plantae"|""|"RB 872787"
"Collection"|"Creative Commons"|"urn:catalog:RB:1551516"|"RB"|"2024-07-16"|"RB"|"RB"|"RB01551516"|"5779"|"H. Medeiros"|"2024-5-2"|"2024"|"5"|"2"|"Árvore 18 m, estéril. Placa 274."|""|"Brasil"|"Bahia"|"Prado"|"Programa de Monitoramento da Biodiversidade. Trilha do Quexada. Estação Amostral 01. Unidade Amostral 01. PA ""Oeste""."|"87"|""|""|""|"-17.1233334"|"-39.3319445"|""|""|""|""|""|"ANNONACEAE"|"ANNONACEAE"|""|""|""|"family"|""|"Angiospermas"|""|"Plantae"|""|"RB 869657"
"Collection"|"Creative Commons"|"urn:catalog:RB:1559995"|"RB"|"2024-08-19"|"RB"|"RB"|"RB01559995"|"4201"|"C.N. Fraga"|"2024-4-26"|"2024"|"4"|"26"|"Erva arbustiva ca. 2,5 m. Folhas verde escuras, bainhas envoltas por bainhas castanhas. Inflorescência avermelhadas, frutos pretos"|""|"Brasil"|"Bahia"|"Prado"|"Trilha 1 do Programa de Monitoramento da Biodiversidade (Trilha Queixada)."|"70"|""|""|""|"-17.1166667"|"-39.3294445"|""|""|""|""|""|"Geonoma"|"ARECACEAE"|"Geonoma"|""|""|"genus"|""|"Angiospermas"|""|"Plantae"|""|"RB 872964"
"Collection"|"Creative Commons"|"urn:catalog:RB:1551467"|"RB"|"2024-07-16"|"RB"|"RB"|"RB01551467"|"5731"|"H. Medeiros"|"2024-5-1"|"2024"|"5"|"1"|"Árvore 10,9 m, estéril. Placa 180."|""|"Brasil"|"Bahia"|"Prado"|"Programa de Monitoramento da Biodiversidade. Trilha do Quexada. Estação Amostral 01. Unidade Amostral 01. PA ""Sul""."|"87"|""|""|""|"-17.1233334"|"-39.3319445"|""|""|""|""|""|"MYRTACEAE"|"MYRTACEAE"|""|""|""|"family"|""|"Angiospermas"|""|"Plantae"|""|"RB 869609"
"Collection"|"Creative Commons"|"urn:catalog:RB:1551439"|"RB"|"2024-07-16"|"RB"|"RB"|"RB01551439"|"5703"|"H. Medeiros"|"2024-4-30"|"2024"|"4"|"30"|"Árvore 14,9 m, flores amarelas. Placa 121."|""|"Brasil"|"Bahia"|"Prado"|"Programa de Monitoramento da Biodiversidade. Trilha do Quexada. Estação Amostral 01. Unidade Amostral 01. PA ""Leste""."|"87"|""|""|""|"-17.1233334"|"-39.3319445"|""|""|""|""|""|"SAPOTACEAE"|"SAPOTACEAE"|""|""|""|"family"|""|"Angiospermas"|""|"Plantae"|""|"RB 869581"
"Collection"|"Creative Commons"|"urn:catalog:RB:1559793"|"RB"|"2024-08-20"|"RB"|"RB"|"RB01559793"|"12135"|"A.M.Amorim"|"2023-8-18"|"2023"|"8"|"18"|"Árvore ca. 7m alt. Folhas discolores, face superior verde-escuro e inferior verde-pálido. Raque algo vinácea, botões florais nigrescentes, pétalas e estames alvos"|""|"Brasil"|"Bahia"|"Prado"|"Coletas efetuadas ao longo Trilha do Macaco Prego."|""|""|""|""|"-17.1411111"|"-39.4136111"|""|""|""|""|""|"MYRTACEAE"|"MYRTACEAE"|""|""|""|"family"|""|"Angiospermas"|""|"Plantae"|""|"RB 872822"
"Collection"|"Creative Commons"|"urn:catalog:RB:1551392"|"RB"|"2024-07-16"|"RB"|"RB"|"RB01551392"|"5656"|"H. Medeiros"|"2024-4-29"|"2024"|"4"|"29"|"Árvore 15 m, estéril. Placa 38."|""|"Brasil"|"Bahia"|"Prado"|"Programa de Monitoramento da Biodiversidade. Trilha do Quexada. Estação Amostral 01. Unidade Amostral 01. PA ""Norte""."|"87"|""|""|""|"-17.1233334"|"-39.3319445"|""|""|""|""|""|"Virola"|"MYRISTICACEAE"|"Virola"|""|""|"genus"|""|"Angiospermas"|""|"Plantae"|""|"RB 869534"
"Collection"|"Creative Commons"|"urn:catalog:RB:1570065"|"RB"|"2024-10-08"|"RB"|"RB"|"RB01570065"|"12488"|"A.M. Amorim"|"2023-8-17"|"2023"|"8"|"17"|"Erva rupícula. Folhas verdes, com máculas vináceas, pecíolo e raque rosados. Flores pedicelos róseos, pétalas alvas, frutos imaturos róseo-pálido"|""|"Brasil"|"Bahia"|"Prado"|"Coletas efetuadas ao longo da estrada não pavimentada entre a Sede do PARNA e a Lagoa Só Não Vou."|""|""|""|""|"-17.0908333"|"-39.3252778"|""|""|""|""|""|"BEGONIACEAE"|"BEGONIACEAE"|""|""|""|"family"|""|"Angiospermas"|""|"Plantae"|""|"RB 874879"
"Collection"|"Creative Commons"|"urn:catalog:RB:1551556"|"RB"|"2024-07-16"|"RB"|"RB"|"RB01551556"|"5818"|"H. Medeiros"|"2024-5-4"|"2024"|"5"|"4"|"Liana, botões florais marrons."|""|"Brasil"|"Bahia"|"Prado"|"Estrada para Aldeia Alegria Nova. Próximo a entrada da trilha 2 do Programa de Monitoramento da Biodiversidade (Estação Amostral 02)."|"70"|""|""|""|"-17.0397222"|"-39.2936111"|""|""|""|""|""|"MALPIGHIACEAE"|"MALPIGHIACEAE"|""|""|""|"family"|""|"Angiospermas"|""|"Plantae"|""|"RB 869696"
"Collection"|"Creative Commons"|"urn:catalog:RB:1551564"|"RB"|"2024-07-16"|"RB"|"RB"|"RB01551564"|"5826"|"H. Medeiros"|"2024-5-4"|"2024"|"5"|"4"|"Liana, frutos maduros laranjados."|""|"Brasil"|"Bahia"|"Prado"|"Estrada para Aldeia Alegria Nova. Próximo a entrada da trilha 2 do Programa de Monitoramento da Biodiversidade (Estação Amostral 02)."|"70"|""|""|""|"-17.0397222"|"-39.2936111"|""|""|""|""|""|"INDETERMINADA"|"INDETERMINADA"|""|""|""|"family"|""|""|""|""|""|"RB 869704"
"Collection"|"Creative Commons"|"urn:catalog:RB:1559651"|"RB"|"2024-08-19"|"RB"|"RB"|"RB01559651"|"12103"|"A.M.Amorim"|"2023-8-18"|"2023"|"8"|"18"|"Sub-arbusto decumbente ca. 40 cm alt. Folhas verdes na face superior, inferior pálida. Raque e hipanto verde"|""|"Brasil"|"Bahia"|"Prado"|"Coletas efetuadas ao longo da estrada não pavimentada entre a Sede do PARNA e a Trilha Histórica."|""|""|""|""|"-17.0783334"|"-39.2677778"|""|""|""|""|""|"MELASTOMATACEAE"|"MELASTOMATACEAE"|""|""|""|"family"|""|"Angiospermas"|""|"Plantae"|""|"RB 872777"
"Collection"|"Creative Commons"|"urn:catalog:RB:1559618"|"RB"|"2024-08-19"|"RB"|"RB"|"RB01559618"|"12057"|"A.M.Amorim"|"2023-8-17"|"2023"|"8"|"17"|"Escandente na orla da mata. Folíolos com face superior verde brilhante, inferior algo ferrugínea. Raque ferrugínea, frutos imaturos verdes a  róseos quando maduros"|""|"Brasil"|"Bahia"|"Prado"|"Coletas efetuadas ao longo da estrada não pavimentada entre a Sede do PARNA e a Lagoa Só Não Vou."|""|""|""|""|"-17.0908333"|"-39.3252778"|""|""|""|""|""|"SAPINDACEAE"|"SAPINDACEAE"|""|""|""|"family"|""|"Angiospermas"|""|"Plantae"|""|"RB 872745"
"Collection"|"Creative Commons"|"urn:catalog:RB:1559983"|"RB"|"2024-08-19"|"RB"|"RB"|"RB01559983"|"4189"|"C.N. Fraga"|"2024-4-26"|"2024"|"4"|"26"|"Arbusto, ca. 2m. Latex branco. Folhas verdes discolores. Frutos alaranjados"|""|"Brasil"|"Bahia"|"Prado"|"Trilha 1 do Programa de Monitoramento da Biodiversidade (Trilha Queixada)."|"70"|""|""|""|"-17.1166667"|"-39.3294445"|""|""|""|""|""|"Rauvolfia"|"APOCYNACEAE"|"Rauvolfia"|""|""|"genus"|""|"Angiospermas"|""|"Plantae"|""|"RB 872952"
"Collection"|"Creative Commons"|"urn:catalog:RB:1551755"|"RB"|"2024-07-16"|"RB"|"RB"|"RB01551755"|"9087"|"P. Labiak"|"2024-5-4"|"2024"|"5"|"4"|"Arbusto 3 m. Frutos vermelho-brilhantes."|""|"Brasil"|"Bahia"|"Prado"|"Estrada para Aldeia Alegria Nova. Próximo à entrada da Trilha 2 do Programa Monitora."|"70"|""|""|""|"-17.0397222"|"-39.2936111"|""|""|""|""|""|"Swartzia"|"LEGUMINOSAE"|"Swartzia"|""|""|"genus"|""|"Angiospermas"|""|"Plantae"|""|"RB 869871"
"Collection"|"Creative Commons"|"urn:catalog:RB:1504875"|"RB"|"2023-10-31"|"RB"|"RB"|"RB01504875"|"1623"|"E.P. Fernandez"|"2023-8-17"|"2023"|"8"|"17"|"Erva terrícola heliófila, ocasional; folhas verdes discolores; flores alvas"|""|"Brasil"|"Bahia"|"Prado"|"Base Serra Delta, Trilha do Macaco Prego."|"65"|"82"|""|""|"-17.1411111"|"-39.4136111"|"Mario Gomes"|"24/10/2023"|""|""|""|"Polygala paniculata L."|"POLYGALACEAE"|"Polygala"|"paniculata"|""|"specie"|"L."|"Angiospermas"|""|"Plantae"|""|"RB 857096"
"Collection"|"Creative Commons"|"urn:catalog:RB:1504915"|"RB"|"2023-10-31"|"RB"|"RB"|"RB01504915"|"1661"|"E.P. Fernandez"|"2023-8-17"|"2023"|"8"|"17"|"Trepadeira; folhas verdes levemente discolores recobertas por tricomas; frutos imaturos verde-claro"|""|"Brasil"|"Bahia"|"Prado"|"Trilha Histórica do PND."|"50"|"65"|""|""|"-17.0783334"|"-39.2677778"|"Mario Gomes"|"10/10/2023"|""|""|""|"Aegiphila gloriosa Moldenke"|"LAMIACEAE"|"Aegiphila"|"gloriosa"|""|"specie"|"Moldenke"|"Angiospermas"|""|"Plantae"|""|"RB 857135"
"Collection"|"Creative Commons"|"urn:catalog:RB:1551749"|"RB"|"2024-07-16"|"RB"|"RB"|"RB01551749"|"9081"|"P. Labiak"|"2024-5-4"|"2024"|"5"|"4"|"Árvore 7 m. Frutos castanho-vináceos."|""|"Brasil"|"Bahia"|"Prado"|"Estrada para Aldeia Alegria Nova. Próximo à entrada da Trilha 2 do Programa Monitora."|"70"|""|""|""|"-17.0397222"|"-39.2936111"|""|""|""|""|""|"Casearia"|"SALICACEAE"|"Casearia"|""|""|"genus"|""|"Angiospermas"|""|"Plantae"|""|"RB 869865"
"Collection"|"Creative Commons"|"urn:catalog:RB:1551641"|"RB"|"2024-07-16"|"RB"|"RB"|"RB01551641"|"8974"|"P. Labiak"|"2024-4-22"|"2024"|"4"|"22"|"Árvore 6 m.  Frutos imaturos verdes."|""|"Brasil"|"Bahia"|"Prado"|"Estrada da Sede do ICMBio para a lagoa Só Não Vou."|"70"|""|""|""|"-17.1416666"|"-39.4158333"|""|""|""|""|""|"Tapirira"|"ANACARDIACEAE"|"Tapirira"|""|""|"genus"|""|"Angiospermas"|""|"Plantae"|""|"RB 869758"
"Collection"|"Creative Commons"|"urn:catalog:RB:1559982"|"RB"|"2024-08-19"|"RB"|"RB"|"RB01559982"|"4188"|"C.N. Fraga"|"2024-4-26"|"2024"|"4"|"26"|"Árvore ca. 7 m.. Folhas verde discolores. Flores com sépalas verdes, pétalas brancas"|""|"Brasil"|"Bahia"|"Prado"|"Trilha 1 do Programa de Monitoramento da Biodiversidade (Trilha Queixada)."|"70"|""|""|""|"-17.1166667"|"-39.3294445"|""|""|""|""|""|"Galipea"|"RUTACEAE"|"Galipea"|""|""|"genus"|""|"Angiospermas"|""|"Plantae"|""|"RB 872951"
"Collection"|"Creative Commons"|"urn:catalog:RB:1551186"|"RB"|"2024-07-16"|"RB"|"RB"|"RB01551186"|"5458"|"H. Medeiros"|"2024-4-22"|"2024"|"4"|"22"|"Árvore 7 m, frutos imaturos verdes e maduros vermelhos."|""|"Brasil"|"Bahia"|"Prado"|"Estrada entre a sede do ICMBio e a Lagoa Só Não Vou."|"70"|""|""|""|"-17.1416666"|"-39.4158333"|""|""|""|""|""|"Cordia"|"CORDIACEAE"|"Cordia"|""|""|"genus"|""|"Angiospermas"|""|"Plantae"|""|"RB 869337"
"Collection"|"Creative Commons"|"urn:catalog:RB:1551548"|"RB"|"2024-07-16"|"RB"|"RB"|"RB01551548"|"5810"|"H. Medeiros"|"2024-5-4"|"2024"|"5"|"4"|"Parasita. Frutos maduros amarelos."|""|"Brasil"|"Bahia"|"Prado"|"Estrada para Aldeia Alegria Nova. Próximo a entrada da trilha 2 do Programa de Monitoramento da Biodiversidade (Estação Amostral 02)."|"70"|""|""|""|"-17.0397222"|"-39.2936111"|""|""|""|""|""|"LORANTHACEAE"|"LORANTHACEAE"|""|""|""|"family"|""|"Angiospermas"|""|"Plantae"|""|"RB 869688"
"Collection"|"Creative Commons"|"urn:catalog:RB:1551642"|"RB"|"2024-07-16"|"RB"|"RB"|"RB01551642"|"8975"|"P. Labiak"|"2024-4-22"|"2024"|"4"|"22"|"Arbusto 2 m. Frutos vináceos."|""|"Brasil"|"Bahia"|"Prado"|"Estrada da Sede do ICMBio para a lagoa Só Não Vou."|"70"|""|""|""|"-17.1416666"|"-39.4158333"|""|""|""|""|""|"Palicourea"|"RUBIACEAE"|"Palicourea"|""|""|"genus"|""|"Angiospermas"|""|"Plantae"|""|"RB 869759"
"Collection"|"Creative Commons"|"urn:catalog:RB:1551431"|"RB"|"2024-07-16"|"RB"|"RB"|"RB01551431"|"5695"|"H. Medeiros"|"2024-4-30"|"2024"|"4"|"30"|"Árvore 25,2 m, estéril. Placa 128."|""|"Brasil"|"Bahia"|"Prado"|"Programa de Monitoramento da Biodiversidade. Trilha do Quexada. Estação Amostral 01. Unidade Amostral 01. PA ""Leste""."|"87"|""|""|""|"-17.1233334"|"-39.3319445"|""|""|""|""|""|"Virola"|"MYRISTICACEAE"|"Virola"|""|""|"genus"|""|"Angiospermas"|""|"Plantae"|""|"RB 869573"
"Collection"|"Creative Commons"|"urn:catalog:RB:1551560"|"RB"|"2024-07-16"|"RB"|"RB"|"RB01551560"|"5822"|"H. Medeiros"|"2024-5-4"|"2024"|"5"|"4"|"Árvore 6 m, flores brancos, frutos imaturos verdes e maduros vermelhos."|""|"Brasil"|"Bahia"|"Prado"|"Estrada para Aldeia Alegria Nova. Próximo a entrada da trilha 2 do Programa de Monitoramento da Biodiversidade (Estação Amostral 02)."|"70"|""|""|""|"-17.0397222"|"-39.2936111"|""|""|""|""|""|"Erythroxylum"|"ERYTHROXYLACEAE"|"Erythroxylum"|""|""|"genus"|""|"Angiospermas"|""|"Plantae"|""|"RB 869700"
"Collection"|"Creative Commons"|"urn:catalog:RB:1551757"|"RB"|"2024-07-16"|"RB"|"RB"|"RB01551757"|"9089"|"P. Labiak"|"2024-5-4"|"2024"|"5"|"4"|"Árvore 8m. Frutos imaturos verdes."|""|"Brasil"|"Bahia"|"Prado"|"Estrada para Aldeia Alegria Nova. Próximo à entrada da Trilha 2 do Programa Monitora."|"70"|""|""|""|"-17.0397222"|"-39.2936111"|""|""|""|""|""|"Simira"|"RUBIACEAE"|"Simira"|""|""|"genus"|""|"Angiospermas"|""|"Plantae"|""|"RB 869873"
"Collection"|"Creative Commons"|"urn:catalog:RB:1551416"|"RB"|"2024-07-16"|"RB"|"RB"|"RB01551416"|"5680"|"H. Medeiros"|"2024-4-30"|"2024"|"4"|"30"|"Árvore 16,2 m, estéril. Placa 62."|""|"Brasil"|"Bahia"|"Prado"|"Programa de Monitoramento da Biodiversidade. Trilha do Quexada. Estação Amostral 01. Unidade Amostral 01. PA ""Norte""."|"87"|""|""|""|"-17.1233334"|"-39.3319445"|""|""|""|""|""|"Rinorea"|"VIOLACEAE"|"Rinorea"|""|""|"genus"|""|"Angiospermas"|""|"Plantae"|""|"RB 869558"
"Collection"|"Creative Commons"|"urn:catalog:RB:1551395"|"RB"|"2024-09-11"|"RB"|"RB"|"RB01551395"|"5659"|"H. Medeiros"|"2024-4-29"|"2024"|"4"|"29"|"Árvore 12,2 metros, botões florais marrons. Placa 34."|""|"Brasil"|"Bahia"|"Prado"|"Programa de Monitoramento da Biodiversidade. Trilha do Quexada. Estação Amostral 01. Unidade Amostral 01. PA ""Norte""."|"87"|""|""|""|"-17.1233334"|"-39.3319445"|""|""|""|""|""|"Myrcia"|"MYRTACEAE"|"Myrcia"|""|""|"genus"|""|"Angiospermas"|""|"Plantae"|""|"RB 869537"
"Collection"|"Creative Commons"|"urn:catalog:RB:1551729"|"RB"|"2024-07-16"|"RB"|"RB"|"RB01551729"|"9061"|"P. Labiak"|"2024-5-2"|"2024"|"5"|"2"|"Terrestre na muçununga. Folhas com a base vináceo-clara. Inflorescência com eixos levemente róseos. Frutos esbranquiçados."|""|"Brasil"|"Bahia"|"Prado"|"Estrada para as corredeiras."|"75"|""|""|""|"-17.0530556"|"-39.3508333"|""|""|""|""|""|"BROMELIACEAE"|"BROMELIACEAE"|""|""|""|"family"|""|"Angiospermas"|""|"Plantae"|""|"RB 869845"
"Collection"|"Creative Commons"|"urn:catalog:RB:1551492"|"RB"|"2024-07-16"|"RB"|"RB"|"RB01551492"|"5755"|"H. Medeiros"|"2024-5-2"|"2024"|"5"|"2"|"Árvore 20,8 m, estéril. Placa 283."|""|"Brasil"|"Bahia"|"Prado"|"Programa de Monitoramento da Biodiversidade. Trilha do Quexada. Estação Amostral 01. Unidade Amostral 01. PA ""Oeste""."|"87"|""|""|""|"-17.1233334"|"-39.3319445"|""|""|""|""|""|"NYCTAGINACEAE"|"NYCTAGINACEAE"|""|""|""|"family"|""|"Angiospermas"|""|"Plantae"|""|"RB 869633"
"Collection"|"Creative Commons"|"urn:catalog:RB:1551737"|"RB"|"2024-07-16"|"RB"|"RB"|"RB01551737"|"9069"|"P. Labiak"|"2024-5-3"|"2024"|"5"|"3"|"Arvoreta 4 m. Frutos esverdeados."|""|"Brasil"|"Bahia"|"Prado"|"Proximidades da base do ICMBio."|"70"|""|""|""|"-17.1405555"|"-39.4144444"|""|""|""|""|""|"SIPARUNACEAE"|"SIPARUNACEAE"|""|""|""|"family"|""|"Angiospermas"|""|"Plantae"|""|"RB 869853"
"Collection"|"Creative Commons"|"urn:catalog:RB:1551688"|"RB"|"2024-07-16"|"RB"|"RB"|"RB01551688"|"9020"|"P. Labiak"|"2024-4-26"|"2024"|"4"|"26"|"Caule 2 m de altura. Folhas 2,30 m compr., lanceoladas, base dos pecíolos persistentes no caule. Beira de riacho."|""|"Brasil"|"Bahia"|"Prado"|"Trilha 1 do Programa Monitora."|"70"|""|""|""|"-17.1166667"|"-39.3294445"|""|""|""|""|""|"Cyathea"|"CYATHEACEAE"|"Cyathea"|""|""|"genus"|""|"Samambaias e Licófitas"|""|"Plantae"|""|"RB 869804"
"Collection"|"Creative Commons"|"urn:catalog:RB:1504877"|"RB"|"2023-10-31"|"RB"|"RB"|"RB01504877"|"1625"|"E.P. Fernandez"|"2023-8-17"|"2023"|"8"|"17"|"Árvoreta monopodial c/ cerca de 2,5 m, semi-heliófila, infrequente; folhas glabras verdes discolores; frutos verdes hirsutos"|""|"Brasil"|"Bahia"|"Prado"|"Base Serra Delta, Trilha do Macaco Prego."|"65"|"82"|""|""|"-17.1411111"|"-39.4136111"|""|""|""|""|""|"Talisia"|"SAPINDACEAE"|"Talisia"|""|""|"genus"|""|"Angiospermas"|""|"Plantae"|""|"RB 857098"
"Collection"|"Creative Commons"|"urn:catalog:RB:1570074"|"RB"|"2024-10-08"|"RB"|"RB"|"RB01570074"|"12496"|"A.M. Amorim"|"2023-8-17"|"2023"|"8"|"17"|"Arbusto ca. 2,5m alt. Folhas algo discolores, face inferior castanho-claro. Raque verde, flores alvo-amareladas"|""|"Brasil"|"Bahia"|"Prado"|"Coletas efetuadas ao longo da estrada não pavimentada entre a Sede do PARNA e a Lagoa Só Não Vou."|""|""|""|""|"-17.0908333"|"-39.3252778"|""|""|""|""|""|"EUPHORBIACEAE"|"EUPHORBIACEAE"|""|""|""|"family"|""|"Angiospermas"|""|"Plantae"|""|"RB 874887"
"Collection"|"Creative Commons"|"urn:catalog:RB:1551547"|"RB"|"2024-07-16"|"RB"|"RB"|"RB01551547"|"5809"|"H. Medeiros"|"2024-5-4"|"2024"|"5"|"4"|"Árvore 10 m, frutos verdes."|""|"Brasil"|"Bahia"|"Prado"|"Estrada para Aldeia Alegria Nova. Próximo a entrada da trilha 2 do Programa de Monitoramento da Biodiversidade (Estação Amostral 02)."|"70"|""|""|""|"-17.0397222"|"-39.2936111"|""|""|""|""|""|"Eschweilera"|"LECYTHIDACEAE"|"Eschweilera"|""|""|"genus"|""|"Angiospermas"|""|"Plantae"|""|"RB 869687"
"Collection"|"Creative Commons"|"urn:catalog:RB:1551361"|"RB"|"2024-07-16"|"RB"|"RB"|"RB01551361"|"5625"|"H. Medeiros"|"2024-4-29"|"2024"|"4"|"29"|"Árvore 9,2 m, estéril. Placa 100."|""|"Brasil"|"Bahia"|"Prado"|"Programa de Monitoramento da Biodiversidade. Trilha do Quexada. Estação Amostral 01. Unidade Amostral 01. PA ""Leste""."|"87"|""|""|""|"-17.1233334"|"-39.3319445"|""|""|""|""|""|"Macrolobium"|"LEGUMINOSAE"|"Macrolobium"|""|""|"genus"|""|"Angiospermas"|""|"Plantae"|""|"RB 869504"
"Collection"|"Creative Commons"|"urn:catalog:RB:1504885"|"RB"|"2023-10-31"|"RB"|"RB"|"RB01504885"|"1633"|"E.P. Fernandez"|"2023-8-17"|"2023"|"8"|"17"|"Trepadeira, heliófila, ocasional; folhas verdes discolores; bracteas verde-claro; sépalas verde-claro; pétalas c/ face abaxial verde-claro, face adaxial arroxeada; corona tigrada roxo e branco; androginóforo verde-claro"|""|"Brasil"|"Bahia"|"Prado"|"Base Serra Delta, Trilha do Macaco Prego."|"65"|"82"|""|""|"-17.1411111"|"-39.4136111"|"Mario Gomes"|"11/10/2023"|""|""|""|"Passiflora nitida Kunth"|"PASSIFLORACEAE"|"Passiflora"|"nitida"|""|"specie"|"Kunth"|"Angiospermas"|""|"Plantae"|""|"RB 857106"
"Collection"|"Creative Commons"|"urn:catalog:RB:1560273"|"RB"|"2024-08-20"|"RB"|"RB"|"RB01560273"|"12052_A"|"A.M.Amorim"|"2023-8-17"|"2023"|"8"|"17"|"Arbusto ca. 2,5m alt. Folhas algo discolores, face inferior castanho. Pecíolo e raque nigrescente. Frutos quando maduros castanhos"|""|"Brasil"|"Bahia"|"Prado"|"Coletas efetuadas ao longo da estrada não pavimentada entre a Sede do PARNA e a Lagoa Só Não Vou."|""|""|""|""|"-17.0908333"|"-39.3252778"|""|""|""|""|""|"RUTACEAE"|"RUTACEAE"|""|""|""|"family"|""|"Angiospermas"|""|"Plantae"|""|"RB 873140"
"Collection"|"Creative Commons"|"urn:catalog:RB:1551762"|"RB"|"2024-07-25"|"RB"|"RB"|"RB01551762"|"9094"|"P. Labiak"|"2024-5-4"|"2024"|"5"|"4"|"Árvore 10 m. Frutos vermelhos. Látex amarelado."|""|"Brasil"|"Bahia"|"Prado"|"Estrada para Aldeia Alegria Nova. Próximo à entrada da Trilha 2 do Programa Monitora."|"70"|""|""|""|"-17.0397222"|"-39.2936111"|""|""|""|""|""|"CLUSIACEAE"|"CLUSIACEAE"|""|""|""|"family"|""|"Angiospermas"|""|"Plantae"|""|"RB 869878"
"Collection"|"Creative Commons"|"urn:catalog:RB:1559641"|"RB"|"2024-08-19"|"RB"|"RB"|"RB01559641"|"12093"|"A.M.Amorim"|"2023-8-17"|"2023"|"8"|"17"|"Epífita a ca. 15m alt. Folhas verde-escuro, concolores, brilhantes. Frutos imaturos verdes"|""|"Brasil"|"Bahia"|"Prado"|"Coletas efetuadas ao longo da estrada não pavimentada entre a Sede do PARNA e a Lagoa Só Não Vou."|""|""|""|""|"-17.0908333"|"-39.3252778"|""|""|""|""|""|"CLUSIACEAE"|"CLUSIACEAE"|""|""|""|"family"|""|"Angiospermas"|""|"Plantae"|""|"RB 872768"
"Collection"|"Creative Commons"|"urn:catalog:RB:1551747"|"RB"|"2024-07-16"|"RB"|"RB"|"RB01551747"|"9079"|"P. Labiak"|"2024-5-4"|"2024"|"5"|"4"|"Liana. Flores creme."|""|"Brasil"|"Bahia"|"Prado"|"Estrada para Aldeia Alegria Nova. Próximo à entrada da Trilha 2 do Programa Monitora."|"70"|""|""|""|"-17.0397222"|"-39.2936111"|""|""|""|""|""|"APOCYNACEAE"|"APOCYNACEAE"|""|""|""|"family"|""|"Angiospermas"|""|"Plantae"|""|"RB 869863"
"Collection"|"Creative Commons"|"urn:catalog:RB:1551540"|"RB"|"2024-07-16"|"RB"|"RB"|"RB01551540"|"5802"|"H. Medeiros"|"2024-5-3"|"2024"|"5"|"3"|"Arvoreta 4 m, Botões florais verdes."|""|"Brasil"|"Bahia"|"Prado"|"BA 489, Km 34, sentido Prado/Itamaraju. Arredores da base do ICMBio."|"70"|""|""|""|"-17.1405555"|"-39.4144444"|""|""|""|""|""|"Bauhinia"|"LEGUMINOSAE"|"Bauhinia"|""|""|"genus"|""|"Angiospermas"|""|"Plantae"|""|"RB 869680"
