"Ctrl_Record_ID_Review","Ctrl_nameRecordedBy_Standard","Ctrl_recordNumber_Standard","Ctrl_key_family_recordedBy_recordNumber","Ctrl_key_year_recordedBy_recordNumber","wcvp_kew_id","wcvp_family","wcvp_genus","wcvp_species","wcvp_infraspecies","wcvp_taxon_name","wcvp_authors","wcvp_rank","wcvp_taxonomic_status","wcvp_accepted_kew_id","wcvp_accepted_name","wcvp_accepted_authors","wcvp_parent_kew_id","wcvp_parent_name","wcvp_parent_authors","wcvp_reviewed","wcvp_publication","wcvp_original_name_id","wcvp_TAXON_NAME_U","wcvp_searchNotes","wcvp_searchedName","fb2020_taxonID","fb2020_acceptedNameUsageID","fb2020_parentNameUsageID","fb2020_originalNameUsageID","fb2020_scientificName","fb2020_namePublishedIn","fb2020_namePublishedInYear","fb2020_higherClassification","fb2020_family","fb2020_specificEpithet","fb2020_infraspecificEpithet","fb2020_taxonRank","fb2020_scientificNameAuthorship","fb2020_taxonomicStatus","fb2020_nomenclaturalStatus","fb2020_modified","fb2020_bibliographicCitation","fb2020_references","fb2020_scientificNamewithoutAuthorship","fb2020_scientificNamewithoutAuthorship_U","fb2020_searchNotes","fb2020_searchedName","Ctrl_occurrenceID","Ctrl_bibliographicCitation","Ctrl_downloadAsSynonym","Ctrl_scientificNameSearched","Ctrl_scientificNameReference","Ctrl_acceptedNameUsage","Ctrl_scientificNameAuthorship","Ctrl_scientificName","Ctrl_scientificNameOriginalSource","Ctrl_family","Ctrl_genus","Ctrl_specificEpithet","Ctrl_infraspecificEpithet","Ctrl_modified","Ctrl_institutionCode","Ctrl_collectionCode","Ctrl_catalogNumber","Ctrl_identificationQualifier","Ctrl_identifiedBy","Ctrl_dateIdentified","Ctrl_typeStatus","Ctrl_recordNumber","Ctrl_recordedBy","Ctrl_fieldNumber","Ctrl_country","Ctrl_stateProvince","Ctrl_municipality","Ctrl_locality","Ctrl_year","Ctrl_month","Ctrl_day","Ctrl_decimalLatitude","Ctrl_decimalLongitude","Ctrl_occurrenceRemarks","Ctrl_comments","Ctrl_taxonRank","Ctrl_voucherAmostra","Ctrl_amostraVerificada","Ctrl_naoPossivelVerificar","Ctrl_observacaoNaoPossivelVerificar","Ctrl_dataVerificacao","Ctrl_verificadoPor","Ctrl_emailVerificador","Ctrl_scientificName_verified","Ctrl_family_verified","link_imagem_amostra"
944,"LABIAK","8963","THELYPTERIDACEAE_LABIAK_8963","2024_LABIAK_8963","","","","","","","","","","","","","","","","","","","","","",,,,,,,,,,,,,,,,,,,,,"Not found","THELYPTERIDACEAE","jabot=RB:RB01551630","jabot",,,,,,"THELYPTERIDACEAE","THELYPTERIDACEAE","THELYPTERIDACEAE",,,,2024-07-16,"RB","RB","RB01551630",,,,,"8963","P. Labiak",,"Brasil","Bahia","Prado","Estrada da Sede do ICMBio para a lagoa Só Não Vou.",2024,"4","22",-17.1416666,-39.4158333,"NA, Terrestre. No interior da mata.",,"FAMILY",FALSE,FALSE,FALSE,"","","","","","","http://rb.jbrj.gov.br/v2/regua/visualizador.php?r=true&colbot=RB&codtestemunho=01551630"
1050,"LABIAK","8976","LEGUMINOSAE_LABIAK_8976","2024_LABIAK_8976","","","","","","","","","","","","","","","","","","","","","",,,,,,,,,,,,,,,,,,,,,"Not found","Dioclea","jabot=RB:RB01551643","jabot",,,,,,"Dioclea","Dioclea","LEGUMINOSAE","Dioclea",,,2024-07-16,"RB","RB","RB01551643",,,,,"8976","P. Labiak",,"Brasil","Bahia","Prado","Estrada da Sede do ICMBio para a lagoa Só Não Vou.",2024,"4","22",-17.1416666,-39.4158333,"NA, Liana. Sépalas verdes, pétalas róseas.",,"GENUS",FALSE,FALSE,FALSE,"","","","","","","http://rb.jbrj.gov.br/v2/regua/visualizador.php?r=true&colbot=RB&codtestemunho=01551643"
1116,"LABIAK","8973","PIPERACEAE_LABIAK_8973","2024_LABIAK_8973","","","","","","","","","","","","","","","","","","","","","",,,,,,,,,,,,,,,,,,,,,"Not found","Piper","jabot=RB:RB01551640","jabot",,,,,,"Piper","Piper","PIPERACEAE","Piper",,,2024-07-16,"RB","RB","RB01551640",,,,,"8973","P. Labiak",,"Brasil","Bahia","Prado","Estrada da Sede do ICMBio para a lagoa Só Não Vou.",2024,"4","22",-17.1416666,-39.4158333,"NA, Arbusto 3 m. Infrutescências eretas.",,"GENUS",FALSE,FALSE,FALSE,"","","","","","","http://rb.jbrj.gov.br/v2/regua/visualizador.php?r=true&colbot=RB&codtestemunho=01551640"
1146,"LABIAK","8964","PIPERACEAE_LABIAK_8964","2024_LABIAK_8964","","","","","","","","","","","","","","","","","","","","","",,,,,,,,,,,,,,,,,,,,,"Not found","Piper","jabot=RB:RB01551631","jabot",,,,,,"Piper","Piper","PIPERACEAE","Piper",,,2024-07-16,"RB","RB","RB01551631",,,,,"8964","P. Labiak",,"Brasil","Bahia","Prado","Estrada da Sede do ICMBio para a lagoa Só Não Vou.",2024,"4","22",-17.1416666,-39.4158333,"NA, Arbusto 1,5 m. Infrutescências eretas, verdes",,"GENUS",FALSE,FALSE,FALSE,"","","","","","","http://rb.jbrj.gov.br/v2/regua/visualizador.php?r=true&colbot=RB&codtestemunho=01551631"
1148,"LABIAK","8965","SOLANACEAE_LABIAK_8965","2024_LABIAK_8965","","","","","","","","","","","","","","","","","","","","","",,,,,,,,,,,,,,,,,,,,,"Not found","Cestrum","jabot=RB:RB01551632","jabot",,,,,,"Cestrum","Cestrum","SOLANACEAE","Cestrum",,,2024-07-16,"RB","RB","RB01551632",,,,,"8965","P. Labiak",,"Brasil","Bahia","Prado","Estrada da Sede do ICMBio para a lagoa Só Não Vou.",2024,"4","22",-17.1416666,-39.4158333,"NA, Arbusto3m. Frutos imaturos.",,"GENUS",FALSE,FALSE,FALSE,"","","","","","","http://rb.jbrj.gov.br/v2/regua/visualizador.php?r=true&colbot=RB&codtestemunho=01551632"
1207,"LABIAK","8974","ANACARDIACEAE_LABIAK_8974","2024_LABIAK_8974","","","","","","","","","","","","","","","","","","","","","",,,,,,,,,,,,,,,,,,,,,"Not found","Tapirira","jabot=RB:RB01551641","jabot",,,,,,"Tapirira","Tapirira","ANACARDIACEAE","Tapirira",,,2024-07-16,"RB","RB","RB01551641",,,,,"8974","P. Labiak",,"Brasil","Bahia","Prado","Estrada da Sede do ICMBio para a lagoa Só Não Vou.",2024,"4","22",-17.1416666,-39.4158333,"NA, Árvore 6 m.  Frutos imaturos verdes.",,"GENUS",FALSE,FALSE,FALSE,"","","","","","","http://rb.jbrj.gov.br/v2/regua/visualizador.php?r=true&colbot=RB&codtestemunho=01551641"
1211,"LABIAK","8975","RUBIACEAE_LABIAK_8975","2024_LABIAK_8975","","","","","","","","","","","","","","","","","","","","","",,,,,,,,,,,,,,,,,,,,,"Not found","Palicourea","jabot=RB:RB01551642","jabot",,,,,,"Palicourea","Palicourea","RUBIACEAE","Palicourea",,,2024-07-16,"RB","RB","RB01551642",,,,,"8975","P. Labiak",,"Brasil","Bahia","Prado","Estrada da Sede do ICMBio para a lagoa Só Não Vou.",2024,"4","22",-17.1416666,-39.4158333,"NA, Arbusto 2 m. Frutos vináceos.",,"GENUS",FALSE,FALSE,FALSE,"","","","","","","http://rb.jbrj.gov.br/v2/regua/visualizador.php?r=true&colbot=RB&codtestemunho=01551642"
1239,"LABIAK","8966","MALPIGHIACEAE_LABIAK_8966","2024_LABIAK_8966","","","","","","","","","","","","","","","","","","","","","",,,,,,,,,,,,,,,,,,,,,"Not found","MALPIGHIACEAE","jabot=RB:RB01551633","jabot",,,,,,"MALPIGHIACEAE","MALPIGHIACEAE","MALPIGHIACEAE",,,,2024-07-16,"RB","RB","RB01551633",,,,,"8966","P. Labiak",,"Brasil","Bahia","Prado","Estrada da Sede do ICMBio para a lagoa Só Não Vou.",2024,"4","22",-17.1416666,-39.4158333,"NA, Liana. Frutos imaturos verdes-claro.",,"FAMILY",FALSE,FALSE,FALSE,"","","","","","","http://rb.jbrj.gov.br/v2/regua/visualizador.php?r=true&colbot=RB&codtestemunho=01551633"
1261,"LABIAK","8962","CANNABACEAE_LABIAK_8962","2024_LABIAK_8962","","","","","","","","","","","","","","","","","","","","","",,,,,,,,,,,,,,,,,,,,,"Not found","Celtis","jabot=RB:RB01551629","jabot",,,,,,"Celtis","Celtis","CANNABACEAE","Celtis",,,2024-07-16,"RB","RB","RB01551629",,,,,"8962","P. Labiak",,"Brasil","Bahia","Prado","Estrada da Sede do ICMBio para a lagoa Só Não Vou.",2024,"4","22",-17.1416666,-39.4158333,"NA, Liana. Frutos imaturos verdes.",,"GENUS",FALSE,FALSE,FALSE,"","","","","","","http://rb.jbrj.gov.br/v2/regua/visualizador.php?r=true&colbot=RB&codtestemunho=01551629"
1262,"LABIAK","8968","LEGUMINOSAE_LABIAK_8968","2024_LABIAK_8968","","","","","","","","","","","","","","","","","","","","","",,,,,,,,,,,,,,,,,,,,,"Not found","Inga","jabot=RB:RB01551635","jabot",,,,,,"Inga","Inga","LEGUMINOSAE","Inga",,,2024-07-16,"RB","RB","RB01551635",,,,,"8968","P. Labiak",,"Brasil","Bahia","Prado","Estrada da Sede do ICMBio para a lagoa Só Não Vou.",2024,"4","22",-17.1416666,-39.4158333,"NA, Árvore 6 m.  Frutos imaturos verdes.",,"GENUS",FALSE,FALSE,FALSE,"","","","","","","http://rb.jbrj.gov.br/v2/regua/visualizador.php?r=true&colbot=RB&codtestemunho=01551635"
1337,"LABIAK","8970","ASTERACEAE_LABIAK_8970","2024_LABIAK_8970","","","","","","","","","","","","","","","","","","","","","",27011,,27009,16440,"Cyrtocymura scorpioides (Lam.) H.Rob.",,,"Flora e Funga;Angiospermas;Asteraceae Bercht. & J.Presl;Vernonieae Cass.;Cyrtocymura H. Rob.;Cyrtocymura scorpioides (Lam.) H.Rob.","Asteraceae","scorpioides",,"ESPECIE","(Lam.) H.Rob.","NOME_ACEITO","NOME_CORRETO",2023-03-13 14:41:29.231,"Flora do Brasil 2020 em construção. Jardim Botânico do Rio de Janeiro. Disponível em: http://floradobrasil.jbrj.gov.br.","http://reflora.jbrj.gov.br/reflora/listaBrasil/FichaPublicaTaxonUC/FichaPublicaTaxonUC.do?id=FB27011","Cyrtocymura scorpioides","CYRTOCYMURA SCORPIOIDES","NOME_ACEITO","Cyrtocymura scorpioides","jabot=RB:RB01551637","jabot",,,,,"(Lam.) H.Rob.","Cyrtocymura scorpioides","Cyrtocymura scorpioides (Lam.) H.Rob.","ASTERACEAE","Cyrtocymura","scorpioides",,2024-07-16,"RB","RB","RB01551637",,"P. Labiak","4/2024",,"8970","P. Labiak",,"Brasil","Bahia","Prado","Estrada da Sede do ICMBio para a lagoa Só Não Vou.",2024,"4","22",-17.1416666,-39.4158333,"NA, Herbácea 1 m. Flores lilases.",,"SPECIES",FALSE,FALSE,FALSE,"","","","","","","http://rb.jbrj.gov.br/v2/regua/visualizador.php?r=true&colbot=RB&codtestemunho=01551637"
1362,"LABIAK","8977","LYGODIACEAE_LABIAK_8977","2024_LABIAK_8977","","","","","","","","","","","","","","","","","","","","","",91482,,91480,,"Lygodium volubile Sw.","Journal für die Botanik 1801(2)/ 304 1803",1803,"Flora e Funga;Samambaias e Licófitas;Lygodiaceae M.Roem.;Lygodium Sw.;Lygodium volubile Sw.","Lygodiaceae","volubile",,"ESPECIE","Sw.","NOME_ACEITO","NOME_CORRETO",2020-12-30 02:56:04.565,"Flora do Brasil 2020 em construção. Jardim Botânico do Rio de Janeiro. Disponível em: http://floradobrasil.jbrj.gov.br.","http://reflora.jbrj.gov.br/reflora/listaBrasil/FichaPublicaTaxonUC/FichaPublicaTaxonUC.do?id=FB91482","Lygodium volubile","LYGODIUM VOLUBILE","NOME_ACEITO","Lygodium volubile","jabot=RB:RB01551644","jabot",,,,,"Sw.","Lygodium volubile","Lygodium volubile Sw.","LYGODIACEAE","Lygodium","volubile",,2024-07-16,"RB","RB","RB01551644",,"P. Labiak","4/2024",,"8977","P. Labiak",,"Brasil","Bahia","Prado","Estrada da Sede do ICMBio para a lagoa Só Não Vou.",2024,"4","22",-17.1416666,-39.4158333,"NA, Liana ca. 5 m.",,"SPECIES",FALSE,FALSE,FALSE,"","","","","","","http://rb.jbrj.gov.br/v2/regua/visualizador.php?r=true&colbot=RB&codtestemunho=01551644"
1429,"LABIAK","8961","SOLANACEAE_LABIAK_8961","2024_LABIAK_8961","","","","","","","","","","","","","","","","","","","","","",14864,,14716,,"Solanum stagnale Moric.",,,"Flora e Funga;Angiospermas;Solanaceae A.Juss.;Solanum L.;Solanum stagnale Moric.","Solanaceae","stagnale",,"ESPECIE","Moric.","NOME_ACEITO","NOME_CORRETO",2018-03-13 12:21:39.833,"Flora do Brasil 2020 em construção. Jardim Botânico do Rio de Janeiro. Disponível em: http://floradobrasil.jbrj.gov.br.","http://reflora.jbrj.gov.br/reflora/listaBrasil/FichaPublicaTaxonUC/FichaPublicaTaxonUC.do?id=FB14864","Solanum stagnale","SOLANUM STAGNALE","NOME_ACEITO","Solanum stagnale","jabot=RB:RB01551628","jabot",,,,,"Moric.","Solanum stagnale","Solanum stagnale Moric.","SOLANACEAE","Solanum","stagnale",,2024-07-24,"RB","RB","RB01551628",,"L. Giacomin","5/2024",,"8961","P. Labiak",,"Brasil","Bahia","Prado","Estrada da Sede do ICMBio para a lagoa Só Não Vou.",2024,"4","22",-17.1416666,-39.4158333,"NA, Arbusto 3m. Sépalas verdes, pétalas brancas.",,"SPECIES",FALSE,FALSE,FALSE,"","","","","","","http://rb.jbrj.gov.br/v2/regua/visualizador.php?r=true&colbot=RB&codtestemunho=01551628"
981,"FRAGA","4165","BIGNONIACEAE_FRAGA_4165","2024_FRAGA_4165","","","","","","","","","","","","","","","","","","","","","",,,,,,,,,,,,,,,,,,,,,"Not found","BIGNONIACEAE","jabot=RB:RB01559959","jabot",,,,,,"BIGNONIACEAE","BIGNONIACEAE","BIGNONIACEAE",,,,2024-08-19,"RB","RB","RB01559959",,,,,"4165","C.N. Fraga",,"Brasil","Bahia","Prado","Estrada da sede do ICMBio para a Lagoa Só não Vou.",2024,"4","22",-17.1416666,-39.4158333,"NA, Liana. Folhas discolores discolores. Sépala verde claro, pétalas lilás com guias de nectar vinosas",,"FAMILY",FALSE,FALSE,FALSE,"","","","","","","http://rb.jbrj.gov.br/v2/regua/visualizador.php?r=true&colbot=RB&codtestemunho=01559959"
1092,"FRAGA","4169","MARANTACEAE_FRAGA_4169","2024_FRAGA_4169","","","","","","","","","","","","","","","","","","","","","",,,,,,,,,,,,,,,,,,,,,"Not found","Stromanthe","jabot=RB:RB01559963","jabot",,,,,,"Stromanthe","Stromanthe","MARANTACEAE","Stromanthe",,,2024-08-19,"RB","RB","RB01559963",,,,,"4169","C.N. Fraga",,"Brasil","Bahia","Prado","Estrada da sede do ICMBio para a Lagoa Só não Vou.",2024,"4","22",-17.1416666,-39.4158333,"NA, Erva arbustiva, caule ramificado. Folhas verde amareladas, pétalas brancas.",,"GENUS",FALSE,FALSE,FALSE,"","","","","","","http://rb.jbrj.gov.br/v2/regua/visualizador.php?r=true&colbot=RB&codtestemunho=01559963"
1267,"FRAGA","4164","HELICONIACEAE_FRAGA_4164","2024_FRAGA_4164","","","","","","","","","","","","","","","","","","","","","",,,,,,,,,,,,,,,,,,,,,"Not found","Heliconia","jabot=RB:RB01559958","jabot",,,,,,"Heliconia","Heliconia","HELICONIACEAE","Heliconia",,,2024-08-19,"RB","RB","RB01559958",,,,,"4164","C.N. Fraga",,"Brasil","Bahia","Prado","Estrada da sede do ICMBio para a Lagoa Só não Vou.",2024,"4","22",-17.1416666,-39.4158333,"NA, Erva ca. 1,5m. Folhas verde discolores, brilhosa. Inflorescência verde, escapo vermelho, brácteas amarelas, receptáculo e ovário laranja avermelhado, flores amarelas, frutos azuis.",,"GENUS",FALSE,FALSE,FALSE,"","","","","","","http://rb.jbrj.gov.br/v2/regua/visualizador.php?r=true&colbot=RB&codtestemunho=01559958"
1379,"FRAGA","4168","APOCYNACEAE_FRAGA_4168","2024_FRAGA_4168","","","","","","","","","","","","","","","","","","","","","",,,,,,,,,,,,,,,,,,,,,"Not found","Tabernaemontana","jabot=RB:RB01559962","jabot",,,,,,"Tabernaemontana","Tabernaemontana","APOCYNACEAE","Tabernaemontana",,,2024-08-19,"RB","RB","RB01559962",,,,,"4168","C.N. Fraga",,"Brasil","Bahia","Prado","Estrada da sede do ICMBio para a Lagoa Só não Vou.",2024,"4","22",-17.1416666,-39.4158333,"NA, Árvore de 5m. Látex branco. Folhas verde discolores. Frutos verde muricado",,"GENUS",FALSE,FALSE,FALSE,"","","","","","","http://rb.jbrj.gov.br/v2/regua/visualizador.php?r=true&colbot=RB&codtestemunho=01559962"
1426,"FRAGA","4163","LEGUMINOSAE_FRAGA_4163","2024_FRAGA_4163","","","","","","","","","","","","","","","","","","","","","",28176,,23149,82751,"Senna affinis (Benth.) H.S.Irwin & Barneby",,,"Flora e Funga;Angiospermas;Fabaceae Lindl.;Senna Mill.;Senna affinis (Benth.) H.S.Irwin & Barneby","Fabaceae","affinis",,"ESPECIE","(Benth.) H.S.Irwin & Barneby","NOME_ACEITO","NOME_CORRETO",2020-06-19 10:41:34.289,"Flora do Brasil 2020 em construção. Jardim Botânico do Rio de Janeiro. Disponível em: http://floradobrasil.jbrj.gov.br.","http://reflora.jbrj.gov.br/reflora/listaBrasil/FichaPublicaTaxonUC/FichaPublicaTaxonUC.do?id=FB28176","Senna affinis","SENNA AFFINIS","NOME_ACEITO","Senna affinis","jabot=RB:RB01559957","jabot",,,,,"(Benth.) H.S.Irwin & Barneby","Senna affinis","Senna affinis (Benth.) H.S.Irwin & Barneby","LEGUMINOSAE","Senna","affinis",,2024-08-27,"RB","RB","RB01559957",,"A. Gibau","5/2024",,"4163","C.N. Fraga",,"Brasil","Bahia","Prado","Estrada da sede do ICMBio para a Lagoa Só não Vou.",2024,"4","22",-17.1416666,-39.4158333,"NA, Liana. Folhas verde discolores. Flores com sépalas verdes, pétalas amarelas.",,"SPECIES",FALSE,FALSE,FALSE,"","","","","","","http://rb.jbrj.gov.br/v2/regua/visualizador.php?r=true&colbot=RB&codtestemunho=01559957"
1434,"FRAGA","4167","PASSIFLORACEAE_FRAGA_4167","2024_FRAGA_4167","","","","","","","","","","","","","","","","","","","","","",12508,,12506,600883,"Passiflora alata Curtis",,,"Flora e Funga;Angiospermas;Passifloraceae Juss. ex Roussel;Passiflora L.;Passiflora alata Curtis","Passifloraceae","alata",,"ESPECIE","Curtis","NOME_ACEITO","NOME_CORRETO",2020-12-23 22:02:57.63,"Flora do Brasil 2020 em construção. Jardim Botânico do Rio de Janeiro. Disponível em: http://floradobrasil.jbrj.gov.br.","http://reflora.jbrj.gov.br/reflora/listaBrasil/FichaPublicaTaxonUC/FichaPublicaTaxonUC.do?id=FB12508","Passiflora alata","PASSIFLORA ALATA","NOME_ACEITO","Passiflora alata","jabot=RB:RB01559961","jabot",,,,,"Curtis","Passiflora alata","Passiflora alata Curtis","PASSIFLORACEAE","Passiflora","alata",,2024-08-19,"RB","RB","RB01559961",,,,,"4167","C.N. Fraga",,"Brasil","Bahia","Prado","Estrada da sede do ICMBio para a Lagoa Só não Vou.",2024,"4","22",-17.1416666,-39.4158333,"NA, Liana. Folhas verde brilhosas. Sépalas verdes, pétalas verde clara externamente e lilás internamente,corona branca eroxa, estilete verde,estigma amarelo.",,"SPECIES",FALSE,FALSE,FALSE,"","","","","","","http://rb.jbrj.gov.br/v2/regua/visualizador.php?r=true&colbot=RB&codtestemunho=01559961"
1438,"FRAGA","4170","MELASTOMATACEAE_FRAGA_4170","2024_FRAGA_4170","","","","","","","","","","","","","","","","","","","","","",9713,,9666,,"Miconia hypoleuca (Benth.) Triana",,,"Flora e Funga;Angiospermas;Melastomataceae A.Juss.;Miconia Ruiz & Pav.;Miconia hypoleuca (Benth.) Triana","Melastomataceae","hypoleuca",,"ESPECIE","(Benth.) Triana","NOME_ACEITO","NOME_CORRETO",2020-10-13 17:46:01.794,"Flora do Brasil 2020 em construção. Jardim Botânico do Rio de Janeiro. Disponível em: http://floradobrasil.jbrj.gov.br.","http://reflora.jbrj.gov.br/reflora/listaBrasil/FichaPublicaTaxonUC/FichaPublicaTaxonUC.do?id=FB9713","Miconia hypoleuca","MICONIA HYPOLEUCA","NOME_ACEITO","Miconia hypoleuca","jabot=RB:RB01559964","jabot",,,,,"(Benth.) Triana","Miconia hypoleuca","Miconia hypoleuca (Benth.) Triana","MELASTOMATACEAE","Miconia","hypoleuca",,2024-08-27,"RB","RB","RB01559964",,"R. Goldenberg","5/2024",,"4170","C.N. Fraga",,"Brasil","Bahia","Prado","Estrada da sede do ICMBio para a Lagoa Só não Vou.",2024,"4","22",-17.1416666,-39.4158333,"NA, Arvore 5m. Folhas verde discolores. Frutos verde escuras.",,"SPECIES",FALSE,FALSE,FALSE,"","","","","","","http://rb.jbrj.gov.br/v2/regua/visualizador.php?r=true&colbot=RB&codtestemunho=01559964"
1444,"FRAGA","4166","ERYTHROXYLACEAE_FRAGA_4166","2024_FRAGA_4166","","","","","","","","","","","","","","","","","","","","","",7732,,7680,,"Erythroxylum squamatum Sw.",,,"Flora e Funga;Angiospermas;Erythroxylaceae Kunth;Erythroxylum P.Browne;Erythroxylum squamatum Sw.","Erythroxylaceae","squamatum",,"ESPECIE","Sw.","NOME_ACEITO","NOME_CORRETO",2018-01-29 08:28:47.962,"Flora do Brasil 2020 em construção. Jardim Botânico do Rio de Janeiro. Disponível em: http://floradobrasil.jbrj.gov.br.","http://reflora.jbrj.gov.br/reflora/listaBrasil/FichaPublicaTaxonUC/FichaPublicaTaxonUC.do?id=FB7732","Erythroxylum squamatum","ERYTHROXYLUM SQUAMATUM","NOME_ACEITO","Erythroxylum squamatum","jabot=RB:RB01559960","jabot",,,,,"Sw.","Erythroxylum squamatum","Erythroxylum squamatum Sw.","ERYTHROXYLACEAE","Erythroxylum","squamatum",,2024-08-22,"RB","RB","RB01559960",,"V.C. Souza & N. Ivanauskas","5/2024",,"4166","C.N. Fraga",,"Brasil","Bahia","Prado","Estrada da sede do ICMBio para a Lagoa Só não Vou.",2024,"4","22",-17.1416666,-39.4158333,"NA, Árvore 5m. Ramentas castanhas. Folhas verde brilhorsa, discolores. Frutos verde, com ápice vinoso.",,"SPECIES",FALSE,FALSE,FALSE,"","","","","","","http://rb.jbrj.gov.br/v2/regua/visualizador.php?r=true&colbot=RB&codtestemunho=01559960"
373,"OBERMULLER","2034","RUBIACEAE_OBERMULLER_2034","2024_OBERMULLER_2034","","","","","","","","","","","","","","","","","","","","","",618221,,14153,,"Psychotria pedunculosa Rich.",,,"Flora e Funga;Angiospermas;Rubiaceae Juss.;Psychotria L.;Psychotria pedunculosa Rich.","Rubiaceae","pedunculosa",,"ESPECIE","Rich.","NOME_ACEITO",,2024-08-05 19:45:50.475,"Flora do Brasil 2020 em construção. Jardim Botânico do Rio de Janeiro. Disponível em: http://floradobrasil.jbrj.gov.br.","http://reflora.jbrj.gov.br/reflora/listaBrasil/FichaPublicaTaxonUC/FichaPublicaTaxonUC.do?id=FB618221","Psychotria pedunculosa","PSYCHOTRIA PEDUNCULOSA","NOME_ACEITO","Psychotria pedunculosa","jabot=RB:RB01551592","jabot",,,,,"Rich.","Psychotria pedunculosa","Psychotria pedunculosa Rich.","RUBIACEAE","Psychotria","pedunculosa",,2024-07-29,"RB","RB","RB01551592",,"V.C. Souza & N. Ivanauskas","5/2024",,"2034","F.Obermuller",,"Brasil","Bahia","Prado","Estrada da sede do ICMBio para a Lagoa do Só Não Vou.",2024,"4","22",-17.1416666,-39.4158333,"NA, Árvore 6 m, Flor branca",,"SPECIES",FALSE,FALSE,FALSE,"","","","","","","http://rb.jbrj.gov.br/v2/regua/visualizador.php?r=true&colbot=RB&codtestemunho=01551592"
452,"OBERMULLER","2033","MELASTOMATACEAE_OBERMULLER_2033","2024_OBERMULLER_2033","","","","","","","","","","","","","","","","","","","","","",9450,,9442,,"Clidemia hirta (L.) D.Don",,,"Flora e Funga;Angiospermas;Melastomataceae A.Juss.;Clidemia D.Don;Clidemia hirta (L.) D.Don","Melastomataceae","hirta",,"ESPECIE","(L.) D.Don","NOME_ACEITO","NOME_CORRETO",2020-08-30 15:17:01.712,"Flora do Brasil 2020 em construção. Jardim Botânico do Rio de Janeiro. Disponível em: http://floradobrasil.jbrj.gov.br.","http://reflora.jbrj.gov.br/reflora/listaBrasil/FichaPublicaTaxonUC/FichaPublicaTaxonUC.do?id=FB9450","Clidemia hirta","CLIDEMIA HIRTA","Updated","Miconia crenata","jabot=RB:RB01551591","jabot",,,,,"(Vahl) Michelang.","Miconia crenata","Miconia crenata (Vahl) Michelang.","MELASTOMATACEAE","Miconia","crenata",,2024-07-29,"RB","RB","RB01551591",,"R. Goldenberg","5/2024",,"2033","F.Obermuller",,"Brasil","Bahia","Prado","Estrada da sede do ICMBio para a Lagoa do Só Não Vou.",2024,"4","22",-17.1416666,-39.4158333,"NA, Arbusto 1 m, frutos vináceos escuro, frutos verde, cálice verde, corola branca",,"SPECIES",FALSE,FALSE,FALSE,"","","","","","","http://rb.jbrj.gov.br/v2/regua/visualizador.php?r=true&colbot=RB&codtestemunho=01551591"
466,"OBERMULLER","2037","PRIMULACEAE_OBERMULLER_2037","2024_OBERMULLER_2037","","","","","","","","","","","","","","","","","","","","","",10228,,10223,,"Myrsine coriacea (Sw.) R.Br. ex Roem. & Schult.",,,"Flora e Funga;Angiospermas;Primulaceae Batsch ex Borkh.;Myrsine L.;Myrsine coriacea (Sw.) R.Br. ex Roem. & Schult.","Primulaceae","coriacea",,"ESPECIE","(Sw.) R.Br. ex Roem. & Schult.","NOME_ACEITO","NOME_CORRETO",2020-12-19 20:44:26.114,"Flora do Brasil 2020 em construção. Jardim Botânico do Rio de Janeiro. Disponível em: http://floradobrasil.jbrj.gov.br.","http://reflora.jbrj.gov.br/reflora/listaBrasil/FichaPublicaTaxonUC/FichaPublicaTaxonUC.do?id=FB10228","Myrsine coriacea","MYRSINE CORIACEA","NOME_ACEITO","Myrsine coriacea","jabot=RB:RB01551595","jabot",,,,,"(Sw.) R.Br. ex Roem. & Schult.","Myrsine coriacea","Myrsine coriacea (Sw.) R.Br. ex Roem. & Schult.","PRIMULACEAE","Myrsine","coriacea",,2024-07-29,"RB","RB","RB01551595",,"V.C. Souza & N. Ivanauskas","5/2024",,"2037","F.Obermuller",,"Brasil","Bahia","Prado","Estrada da sede do ICMBio para a Lagoa do Só Não Vou.",2024,"4","22",-17.1416666,-39.4158333,"NA, Árvore 6m, flores creme esverdeada",,"SPECIES",FALSE,FALSE,FALSE,"","","","","","","http://rb.jbrj.gov.br/v2/regua/visualizador.php?r=true&colbot=RB&codtestemunho=01551595"
